1985,Ghostbusters,Bill Murray
1985,Ghostbusters,Sigourney Weaver
1985,Ghostbusters,Rick Moranis
1985,Beverly Hills Cop,Eddie Murphy
1985,Beverly Hills Cop,Judge Reinhold
1985,Beverly Hills Cop,John Ashton
1985,Beverly Hills Cop,Lisa Eilbacher
1985,Beverly Hills Cop,Ronny Cox
1985,Beverly Hills Cop,Steven Berkoff
1985,A Private Function,Michael Palin
1985,A Private Function,Maggie Smith
1985,A Private Function,Denholm Elliott
1985,A Private Function,Richard Griffiths
1985,A Private Function,Tony Haygarth
1985,A Private Function,Bill Paterson
1985,A Private Function,John Normington
1985,A Private Function,Liz Smith
1985,A Private Function,Alison Steadman
1985,The Jungle Book (reissue),Phil Harris
1985,The Jungle Book (reissue),Sebastian Cabot
1985,The Jungle Book (reissue),Louis Prima
1985,The Jungle Book (reissue),George Sanders
1985,The Jungle Book (reissue),Sterling Holloway
1985,The Jungle Book (reissue),J. Pat O'Malley
1985,The Jungle Book (reissue),Bruce Reitherman
1985,The Prodigal,John Hammond
1985,The Prodigal,Hope Lange
1985,The Prodigal,John Cullum
1985,The Prodigal,Morgan Brittany
1985,The Prodigal,Ian Bannen
1985,The Prodigal,Joey Travolta
1985,The Prodigal,Arliss Howard
1985,The Witch,James Houghton
1985,The Witch,Albert Salmi
1985,The Witch,Lynn Carlin
1985,Dance with a Stranger,Miranda Richardson
1985,Dance with a Stranger,Rupert Everett
1985,A Passage to India,Peggy Ashcroft
1985,A Passage to India,Judy Davis
1985,A Passage to India,James Fox
1985,A Passage to India,Alec Guinness
1985,A Passage to India,Nigel Havers
1985,A Passage to India,Victor Banerjee
1985,A Passage to India,Roshan Seth
1985,The Cotton Club,Richard Gere
1985,The Cotton Club,Gregory Hines
1985,The Cotton Club,Diane Lane
1985,The Cotton Club,Lonette McKee
1985,The Cotton Club,Bob Hoskins
1985,The Cotton Club,James Remar
1985,The Cotton Club,Nicolas Cage
1985,The Cotton Club,Allen Garfield
1985,The Cotton Club,Gwen Verdon
1985,The Cotton Club,Fred Gwynne
1985,The Cotton Club,Laurence Fishburne
1985,Johnny Dangerously,Michael Keaton
1985,Johnny Dangerously,Joe Piscopo
1985,Johnny Dangerously,Marilu Henner
1985,Johnny Dangerously,Maureen Stapleton
1985,Johnny Dangerously,Peter Boyle
1985,Johnny Dangerously,Griffin Dunne
1985,Johnny Dangerously,Glynnis O'Connor
1985,Johnny Dangerously,Dom DeLuise
1985,Johnny Dangerously,Richard Dimitri
1985,Johnny Dangerously,Danny DeVito
1985,Witness,Harrison Ford
1985,Witness,Kelly McGillis
1985,Witness,Lukas Haas
1985,Witness,Jan Rubeš
1985,Witness,Danny Glover
1985,Witness,Josef Sommer
1985,A View to a Kill,Roger Moore
1985,A View to a Kill,Tanya Roberts
1985,A View to a Kill,Grace Jones
1985,A View to a Kill,Patrick Macnee
1985,A View to a Kill,Christopher Walken
1985,Police Academy 2: Their First Assignment,Steve Guttenberg
1985,Police Academy 2: Their First Assignment,Bubba Smith
1985,Police Academy 2: Their First Assignment,David Graf
1985,Police Academy 2: Their First Assignment,Michael Winslow
1985,Police Academy 2: Their First Assignment,Bruce Mahler
1985,Police Academy 2: Their First Assignment,Colleen Camp
1985,Police Academy 2: Their First Assignment,Art Metrano
1985,Police Academy 2: Their First Assignment,Marion Ramsey
1985,Police Academy 2: Their First Assignment,Howard Hesseman
1985,Police Academy 2: Their First Assignment,George Gaynes
1985,Return to Oz,Nicol Williamson
1985,Return to Oz,Jean Marsh
1985,Return to Oz,Piper Laurie
1985,Return to Oz,Fairuza Balk
1985,Best Defense,Dudley Moore
1985,Best Defense,Eddie Murphy
1985,Best Defense,Kate Capshaw
1985,Rambo: First Blood Part II,Richard Crenna
1985,Rambo: First Blood Part II,Charles Napier
1985,Rambo: First Blood Part II,Steven Berkoff
1985,Desperately Seeking Susan,Rosanna Arquette
1985,Desperately Seeking Susan,Aidan Quinn
1985,Desperately Seeking Susan,Madonna
1985,Desperately Seeking Susan,Robert Joy
1985,Peter Pan (reissue),Bobby Driscoll
1985,Peter Pan (reissue),Kathryn Beaumont
1985,Peter Pan (reissue),Hans Conried
1985,Peter Pan (reissue),Bill Thompson
1985,Peter Pan (reissue),Heather Angel
1985,Peter Pan (reissue),Paul Collins
1985,Peter Pan (reissue),Candy Candido
1985,Letter to Brezhnev,Alexandra Pigg
1985,Letter to Brezhnev,Margi Clarke
1985,Letter to Brezhnev,Alfred Molina
1985,Letter to Brezhnev,Peter Firth
1985,Letter to Brezhnev,Tracy Lea
1985,Cocoon,Don Ameche
1985,Cocoon,Wilford Brimley
1985,Cocoon,Hume Cronyn
1985,Cocoon,Brian Dennehy
1985,Cocoon,Jack Gilford
1985,Cocoon,Steve Guttenberg
1985,Cocoon,Maureen Stapleton
1985,Cocoon,Jessica Tandy
1985,Cocoon,Gwen Verdon
1985,Cocoon,Herta Ware
1985,Cocoon,Tahnee Welch
1985,Santa Claus: The Movie,Dudley Moore
1985,Santa Claus: The Movie,John Lithgow
1985,Santa Claus: The Movie,David Huddleston
1985,Santa Claus: The Movie,Judy Cornwell
1985,Santa Claus: The Movie,Burgess Meredith
1986,Back to the Future,Michael J. Fox
1986,Back to the Future,Christopher Lloyd
1986,Back to the Future,Lea Thompson
1986,Back to the Future,Crispin Glover
1986,Rocky IV,Talia Shire
1986,Rocky IV,Burt Young
1986,Rocky IV,Carl Weathers
1986,Rocky IV,Brigitte Nielsen
1986,Rocky IV,Dolph Lundgren
1986,Out of Africa,Robert Redford
1986,Out of Africa,Meryl Streep
1986,Out of Africa,Klaus Maria Brandauer
1986,Clockwise,John Cleese
1986,Clockwise,Penelope Wilton
1986,Clockwise,Alison Steadman
1986,Clockwise,Stephen Moore
1986,Clockwise,Sharon Maiden
1986,Bambi (reissue),see below
1986,Jagged Edge,Glenn Close
1986,Jagged Edge,Jeff Bridges
1986,Jagged Edge,Peter Coyote
1986,Jagged Edge,Robert Loggia
1986,The Jewel of the Nile,Kathleen Turner
1986,The Jewel of the Nile,Danny DeVito
1986,Down and Out in Beverly Hills,Nick Nolte
1986,Down and Out in Beverly Hills,Bette Midler
1986,Down and Out in Beverly Hills,Richard Dreyfuss
1986,Down and Out in Beverly Hills,Elizabeth Peña
1986,Down and Out in Beverly Hills,Little Richard
1986,Police Academy 3: Back in Training,Steve Guttenberg
1986,Police Academy 3: Back in Training,Bubba Smith
1986,Police Academy 3: Back in Training,David Graf
1986,Police Academy 3: Back in Training,Michael Winslow
1986,Police Academy 3: Back in Training,Marion Ramsey
1986,Police Academy 3: Back in Training,Leslie Easterbrook
1986,Police Academy 3: Back in Training,Art Metrano
1986,Police Academy 3: Back in Training,Tim Kazurinsky
1986,Police Academy 3: Back in Training,Bobcat Goldthwait
1986,Police Academy 3: Back in Training,George Gaynes
1986,The Karate Kid Part II,Ralph Macchio
1986,The Karate Kid Part II,"Noriyuki ""Pat"" Morita"
1986,The Karate Kid Part II,Tamlyn Tomita
1986,The Karate Kid Part II,Yuji Okumoto
1986,Cobra,Brigitte Nielsen
1986,Cobra,Reni Santoni
1986,Hannah and Her Sisters,Michael Caine
1986,Hannah and Her Sisters,Mia Farrow
1986,Hannah and Her Sisters,Carrie Fisher
1986,Hannah and Her Sisters,Barbara Hershey
1986,Hannah and Her Sisters,Lloyd Nolan
1986,Hannah and Her Sisters,Maureen O'Sullivan
1986,Hannah and Her Sisters,Daniel Stern
1986,Hannah and Her Sisters,Max von Sydow
1986,Hannah and Her Sisters,Dianne Wiest
1986,Highlander,Christopher Lambert
1986,Highlander,Roxanne Hart
1986,Highlander,Clancy Brown
1986,Highlander,Sean Connery
1986,Aliens,Sigourney Weaver
1986,Mona Lisa,Bob Hoskins
1986,Mona Lisa,Cathy Tyson
